name,description,source,duration,variation,Type,optionalResourceAndAmount,baseDiceAdjustment,dicePoolModifier,penetration,ranges,usesPerRound,optionalAreaOfEffects,damageTypes,governingSkillName
One-handed Electrocraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,One-handed,Electrocraft Brutal Hand Crossbow,"Fellblood, 1",+1,+0d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,Electric,Electrocraft
Two-handed Electrocraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Brutal Hand Crossbow,"Fellblood, 1",+1,+0d6,0,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,Electric,Electrocraft
Dual-wielded Electrocraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,Dual-wielded,Electrocraft Brutal Hand Crossbow,"Fellblood, 1",+1,+1d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,Electric,Electrocraft
One-handed Electrocraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,One-handed,Electrocraft Balanced Hand Crossbow,"Fellblood, 1",+0,+0d6,1,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,Electric,Electrocraft
Two-handed Electrocraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Balanced Hand Crossbow,"Fellblood, 1",+0,+0d6,1,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,Electric,Electrocraft
Dual-wielded Electrocraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,Dual-wielded,Electrocraft Balanced Hand Crossbow,"Fellblood, 1",+0,+1d6,1,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,Electric,Electrocraft
One-handed Electrocraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,One-handed,Electrocraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+0d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,Electric,Electrocraft
Two-handed Electrocraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+0d6,2,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,Electric,Electrocraft
Dual-wielded Electrocraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Electrocraft,1 Combat Round,Dual-wielded,Electrocraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+1d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,Electric,Electrocraft
One-handed Electrocraft Brutal Light Crossbow,"Crossbows balancing power and reload time. ",Electrocraft,1 Combat Round,One-handed,Electrocraft Brutal Light Crossbow,"Fellblood, 1",+1,+0d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,Electric,Electrocraft
Two-handed Electrocraft Brutal Light Crossbow,"Crossbows balancing power and reload time. ",Electrocraft,1 Combat Round,Two-handed,Electrocraft Brutal Light Crossbow,"Fellblood, 1",+1,+1d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,Electric,Electrocraft
One-handed Electrocraft Balanced Light Crossbow,"Crossbows balancing power and reload time. ",Electrocraft,1 Combat Round,One-handed,Electrocraft Balanced Light Crossbow,"Fellblood, 1",+0,+0d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,Electric,Electrocraft
Two-handed Electrocraft Balanced Light Crossbow,"Crossbows balancing power and reload time. ",Electrocraft,1 Combat Round,Two-handed,Electrocraft Balanced Light Crossbow,"Fellblood, 1",+0,+1d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,Electric,Electrocraft
One-handed Electrocraft Penetrating Light Crossbow,"Crossbows balancing power and reload time. ",Electrocraft,1 Combat Round,One-handed,Electrocraft Penetrating Light Crossbow,"Fellblood, 1",-1,+0d6,3,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,Electric,Electrocraft
Two-handed Electrocraft Penetrating Light Crossbow,"Crossbows balancing power and reload time. ",Electrocraft,1 Combat Round,Two-handed,Electrocraft Penetrating Light Crossbow,"Fellblood, 1",-1,+1d6,3,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,Electric,Electrocraft
Two-handed Electrocraft Brutal Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Brutal Heavy Crossbow,"Fellblood, 1",+1,+2d6,2,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,Electric,Electrocraft
Two-handed Electrocraft Balanced Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Balanced Heavy Crossbow,"Fellblood, 1",+0,+2d6,3,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,Electric,Electrocraft
Two-handed Electrocraft Penetrating Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Penetrating Heavy Crossbow,"Fellblood, 1",-1,+2d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,Electric,Electrocraft
Two-handed Electrocraft Brutal Light Bow,Bows favoring easier drawing versus power.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Brutal Light Bow,"Fellblood, 1",+1,+1d6,0,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,Electric,Electrocraft
Two-handed Electrocraft Balanced Light Bow,Bows favoring easier drawing versus power.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Balanced Light Bow,"Fellblood, 1",+0,+1d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,Electric,Electrocraft
Two-handed Electrocraft Penetrating Light Bow,Bows favoring easier drawing versus power.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Penetrating Light Bow,"Fellblood, 1",-1,+1d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,Electric,Electrocraft
Two-handed Electrocraft Brutal Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Brutal Heavy Bow,"Fellblood, 2",+1,+2d6,1,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,Electric,Electrocraft
Two-handed Electrocraft Balanced Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Balanced Heavy Bow,"Fellblood, 2",+0,+2d6,2,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,Electric,Electrocraft
Two-handed Electrocraft Penetrating Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Penetrating Heavy Bow,"Fellblood, 2",-1,+2d6,3,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,Electric,Electrocraft
One-handed Electrocraft Muzzleloading Pistol,"Flintlock pistols, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft Muzzleloading Pistol,"Fellblood, 3",+0,+2d6,3,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Extremely Slow,None,Electric,Electrocraft
Two-handed Electrocraft Muzzleloading Pistol,"Flintlock pistols, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft Muzzleloading Pistol,"Fellblood, 3",+0,+2d6,3,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Extremely Slow,None,Electric,Electrocraft
Dual-wielded Electrocraft Muzzleloading Pistol,"Flintlock pistols, ect...",Electrocraft,1 Combat Round,Dual-wielded,Electrocraft Muzzleloading Pistol,"Fellblood, 3",+0,+3d6,3,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Painfully Slow,None,Electric,Electrocraft
One-handed Electrocraft Arquebus,Can be used as a Combat Roll.,Electrocraft,1 Combat Round,One-handed,Electrocraft Arquebus,"Fellblood, 3",+0,+0d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,Electric,Electrocraft
Two-handed Electrocraft Arquebus,Can be used as a Combat Roll.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Arquebus,"Fellblood, 3",+0,+2d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,Electric,Electrocraft
One-handed Electrocraft Musket,Flintlock smoothbore long guns.,Electrocraft,1 Combat Round,One-handed,Electrocraft Musket,"Fellblood, 3",+0,+0d6,5,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Painfully Slow,None,Electric,Electrocraft
Two-handed Electrocraft Musket,Flintlock smoothbore long guns.,Electrocraft,1 Combat Round,Two-handed,Electrocraft Musket,"Fellblood, 3",+0,+3d6,5,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Painfully Slow,None,Electric,Electrocraft
One-handed Electrocraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+2d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
Two-handed Electrocraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+2d6,5,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
Dual-wielded Electrocraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Electrocraft,1 Combat Round,Dual-wielded,Electrocraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
One-handed Electrocraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
Two-handed Electrocraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+3d6,5,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
Dual-wielded Electrocraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Electrocraft,1 Combat Round,Dual-wielded,Electrocraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+4d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
One-handed Electrocraft 9mm Automatic Pistol,"Glock 18, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft 9mm Automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,Electric,Electrocraft
Two-handed Electrocraft 9mm Automatic Pistol,"Glock 18, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft 9mm Automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Rapid,None,Electric,Electrocraft
Dual-wielded Electrocraft 9mm Automatic Pistol,"Glock 18, ect...",Electrocraft,1 Combat Round,Dual-wielded,Electrocraft 9mm Automatic Pistol,"Fellblood, 4",+0,+4d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,Electric,Electrocraft
One-handed Electrocraft 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft 12 Gauge Pump-action Shotgun,"Fellblood, 4",+0,+1d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,Electric,Electrocraft
Two-handed Electrocraft 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft 12 Gauge Pump-action Shotgun,"Fellblood, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,Electric,Electrocraft
One-handed Electrocraft 5.56 Semi-automatic Rifle,"AR-15, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft 5.56 Semi-automatic Rifle,"Fellblood, 5",+0,+1d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
Two-handed Electrocraft 5.56 Semi-automatic Rifle,"AR-15, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft 5.56 Semi-automatic Rifle,"Fellblood, 5",+0,+3d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
One-handed Electrocraft 5.56 Burst Rifle,"M16A2, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft 5.56 Burst Rifle,"Fellblood, 5",+0,+2d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
Two-handed Electrocraft 5.56 Burst Rifle,"M16A2, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft 5.56 Burst Rifle,"Fellblood, 5",+0,+4d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,Electric,Electrocraft
One-handed Electrocraft 5.56 Automatic Rifle,"M4, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft 5.56 Automatic Rifle,"Fellblood, 5",+0,+2d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,Electric,Electrocraft
Two-handed Electrocraft 5.56 Automatic Rifle,"M4, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft 5.56 Automatic Rifle,"Fellblood, 5",+0,+4d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,Electric,Electrocraft
One-handed Electrocraft .308 Bolt Action Rifle,"Remington M700, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft .308 Bolt Action Rifle,"Fellblood, 5",+0,+1d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,Electric,Electrocraft
Two-handed Electrocraft .308 Bolt Action Rifle,"Remington M700, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft .308 Bolt Action Rifle,"Fellblood, 5",+0,+4d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,Electric,Electrocraft
One-handed Electrocraft 5.56 Machine Gun,"M249, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft 5.56 Machine Gun,"Fellblood, 6",+0,-2d,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,Electric,Electrocraft
Two-handed Electrocraft 5.56 Machine Gun,"M249, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft 5.56 Machine Gun,"Fellblood, 6",+0,+4d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,Electric,Electrocraft
One-handed Electrocraft RPG Launcher,"RPG-7, ect...",Electrocraft,1 Combat Round,One-handed,Electrocraft RPG Launcher,"Fellblood, 6",+0,-2d,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,Electric,Electrocraft
Two-handed Electrocraft RPG Launcher,"RPG-7, ect...",Electrocraft,1 Combat Round,Two-handed,Electrocraft RPG Launcher,"Fellblood, 6",+0,+6d6,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,Electric,Electrocraft
Dual-wielded Terracraft Unarmed,Just your bare hands. Can be used in a Grapple.,Terracraft,1 Combat Round,Dual-wielded,Terracraft Unarmed,"Fellblood, 0",+0,-1d,0,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Brutal Close Melee,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Terracraft,1 Combat Round,One-handed,Terracraft Brutal Close Melee,"Fellblood, 1",+1,+0d6,0,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Brutal Close Melee,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Terracraft,1 Combat Round,Dual-wielded,Terracraft Brutal Close Melee,"Fellblood, 1",+1,+1d6,0,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Balanced Close Melee,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Terracraft,1 Combat Round,One-handed,Terracraft Balanced Close Melee,"Fellblood, 1",+0,+0d6,1,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Balanced Close Melee,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Terracraft,1 Combat Round,Dual-wielded,Terracraft Balanced Close Melee,"Fellblood, 1",+0,+1d6,1,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Penetrating Close Melee,"Small club, crowbars, gauntlets, ect... Can be used in a Grapple.",Terracraft,1 Combat Round,One-handed,Terracraft Penetrating Close Melee,"Fellblood, 1",-1,+0d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Penetrating Close Melee,"Small club, crowbars, gauntlets, ect... Can be used in a Grapple.",Terracraft,1 Combat Round,Dual-wielded,Terracraft Penetrating Close Melee,"Fellblood, 1",-1,+1d6,2,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Brutal Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Brutal Medium Melee,"Fellblood, 1",+1,+1d6,1,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Brutal Medium Melee,"Bastard Sword, Medium swords with two-handed grips, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft Brutal Medium Melee,"Fellblood, 1",+1,+2d6,1,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Brutal Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft Brutal Medium Melee,"Fellblood, 1",+1,+2d6,1,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Balanced Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Balanced Medium Melee,"Fellblood, 1",+0,+1d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Balanced Medium Melee,"Bastard Sword, Medium swords with two-handed grips, War pick, war hammer's spike, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft Balanced Medium Melee,"Fellblood, 1",+0,+2d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Balanced Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft Balanced Medium Melee,"Fellblood, 1",+0,+2d6,2,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Penetrating Medium Melee,"Fellblood, 1",-1,+1d6,3,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft Penetrating Medium Melee,"Fellblood, 1",-1,+2d6,3,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft Penetrating Medium Melee,"Fellblood, 1",-1,+2d6,3,Melee,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Medium Spear,"Javelin, short spear, large creature horns, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Medium Spear,"Fellblood, 1",+2,+1d6,2,Melee,Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Medium Spear,"Javelin, short spear, large creature horns, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft Medium Spear,"Fellblood, 1",+2,+2d6,2,Melee,Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Whip,"Bullwhips, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,One-handed,Terracraft Whip,"Fellblood, 1",+0,+0d6,0,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Whip,"Bullwhips, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,Dual-wielded,Terracraft Whip,"Fellblood, 1",+0,+1d6,0,Reach,Swift +1,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Brutal Large Melee,"Longsword, Ōdachi, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Brutal Large Melee,"Fellblood, 1",+1,+0d6,1,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Brutal Large Melee,"Longsword, Ōdachi, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft Brutal Large Melee,"Fellblood, 1",+1,+2d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Balanced Large Melee,"Longsword, Ōdachi, Bec de corbin spike, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Balanced Large Melee,"Fellblood, 1",+0,+0d6,2,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Balanced Large Melee,"Longsword, Ōdachi, Bec de corbin spike, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft Balanced Large Melee,"Fellblood, 1",+0,+2d6,3,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Penetrating Large Melee,"Two-handed Mace, maul, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Penetrating Large Melee,"Fellblood, 1",-1,+0d6,3,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Penetrating Large Melee,"Two-handed Mace, maul, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft Penetrating Large Melee,"Fellblood, 1",-1,+2d6,4,Melee,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Large Spear,"Two-handed spear, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Large Spear,"Fellblood, 1",+2,+0d6,2,Melee,Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Large Spear,"Two-handed spear, ect...",Terracraft,1 Combat Round,Two-handed,Terracraft Large Spear,"Fellblood, 1",+2,+2d6,3,Melee,Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Brutal Reach Melee,"Greatsword, zweihänder, naginata, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,One-handed,Terracraft Brutal Reach Melee,"Fellblood, 2",+1,-1d,1,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Brutal Reach Melee,"Greatsword, zweihänder, naginata, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,Two-handed,Terracraft Brutal Reach Melee,"Fellblood, 2",+1,+3d6,2,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Balanced Reach Melee,"Greatsword, zweihänder, naginata, halberd's spike, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,One-handed,Terracraft Balanced Reach Melee,"Fellblood, 2",+0,-1d,2,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Balanced Reach Melee,"Greatsword, zweihänder, naginata, halberd's spike, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,Two-handed,Terracraft Balanced Reach Melee,"Fellblood, 2",+0,+3d6,3,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Penetrating Reach Melee,"Poleaxe hammer, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,One-handed,Terracraft Penetrating Reach Melee,"Fellblood, 2",-1,-1d,3,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Penetrating Reach Melee,"Poleaxe hammer, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,Two-handed,Terracraft Penetrating Reach Melee,"Fellblood, 2",-1,+3d6,4,Reach,Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Reach Spear,"Pike, lance, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,One-handed,Terracraft Reach Spear,"Fellblood, 2",+2,-1d,2,Reach,Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Two-handed Terracraft Reach Spear,"Pike, lance, ect... Disadvantage while in confined spaces.",Terracraft,1 Combat Round,Two-handed,Terracraft Reach Spear,"Fellblood, 2",+2,+3d6,3,Reach,Steady,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Thrown Brutal Close Melee,"Ninja stars, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Thrown Brutal Close Melee,"Fellblood, 0",+1,+0d6,0,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
Dual-wielded Terracraft Thrown Brutal Close Melee,"Ninja stars, ect...",Terracraft,1 Combat Round,Dual-wielded,Terracraft Thrown Brutal Close Melee,"Fellblood, 0",+1,+1d6,0,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
One-handed Terracraft Thrown Balanced Close Melee,"Throwing daggers, ect...",Terracraft,1 Combat Round,One-handed,Terracraft Thrown Balanced Close Melee,"Fellblood, 0",+0,+0d6,1,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Slash, Bludgeon, Hew, Pierce",Terracraft
